adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,129,ja,千と千尋の神隠し,a young girl chihiro becomes trapped in a strange new world of spirits when her parents undergo a mysterious transformation she must call upon the courage she never knew she had to free her family,30.8445,2001-07-20,Spirited Away,8.534,18187,2001,7.975041340943003
False,198663,en,The Maze Runner,a teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive everchanging maze as he struggles to adapt to their rules and society he begins to uncover clues that may lead to escape and the truth behind their confinement,18.2989,2014-09-10,The Maze Runner,7.189,18014,2014,7.049320765542968
False,313369,en,La La Land,mia an aspiring actress serves lattes to movie stars in between auditions and sebastian a jazz musician scrapes by playing cocktail party gigs in dingy bars but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair and the dreams they worked so hard to maintain in each other threaten to rip them apart,17.0551,2016-12-01,La La Land,7.898,18008,2016,7.535280171002641
False,18785,en,The Hangover,when three friends finally come to after a raucous night of bachelorparty revelry they find a baby in the closet and a tiger in the bathroom but they cant seem to locate their best friend doug  whos supposed to be tying the knot launching a frantic search for doug the trio perseveres through a nasty hangover to try to make it to the church on time,14.7327,2009-06-02,The Hangover,7.331,17992,2009,7.146511859826123
False,205596,en,The Imitation Game,based on the real life story of legendary cryptanalyst alan turing the film portrays the nailbiting race against time by turing and his brilliant team of codebreakers at britains topsecret government code and cypher school at bletchley park during the darkest days of world war ii,16.0208,2014-11-14,The Imitation Game,7.985,17981,2014,7.594513895706466
False,269149,en,Zootopia,determined to prove herself officer judy hopps the first bunny on zootopias police force jumps at the chance to crack her first case  even if it means partnering with scamartist fox nick wilde to solve the mystery,23.6398,2016-02-11,Zootopia,7.8,17973,2016,7.467662312073257
False,274,en,The Silence of the Lambs,clarice starling is a top student at the fbis training academy  jack crawford wants clarice to interview dr hannibal lecter a brilliant psychiatrist who is also a violent psychopath serving life behind bars for various acts of murder and cannibalism  crawford believes that lecter may have insight into a case and that starling as an attractive young woman may be just the bait to draw him out,4.6484,1991-02-14,The Silence of the Lambs,8.345,17853,1991,7.838693712934355
False,329,en,Jurassic Park,a wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric dna before opening day he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors however the park is anything but amusing as the security systems go offline and the dinosaurs escape,8.3302,1993-06-11,Jurassic Park,7.967,17742,1993,7.5786448000983935
False,207703,en,Kingsman: The Secret Service,the story of a supersecret spy organization that recruits an unrefined but promising street kid into the agencys ultracompetitive training program just as a global threat emerges from a twisted tech genius,11.4103,2015-01-24,Kingsman: The Secret Service,7.619,17736,2015,7.341160160791356
False,424694,en,Bohemian Rhapsody,singer freddie mercury guitarist brian may drummer roger taylor and bass guitarist john deacon take the music world by storm when they form the rock n roll band queen in  hit songs become instant classics when mercurys increasingly wild lifestyle starts to spiral out of control queen soon faces its greatest challenge yet  finding a way to keep the band together amid the success and excess,14.5074,2018-10-24,Bohemian Rhapsody,7.957,17688,2018,7.57102088844836
False,109445,en,Frozen,young princess anna of arendelle dreams about finding true love at her sister elsas coronation fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom shes accompanied by ice delivery man kristoff his reindeer sven and snowman olaf on an adventure where she will find out what friendship courage family and true love really means,18.9865,2013-11-20,Frozen,7.248,17497,2013,7.086591492541994
False,374720,en,Dunkirk,the story of the miraculous evacuation of allied soldiers from belgium britain canada and france who were cut off and surrounded by the german army from the beaches and harbour of dunkirk between may th and june th  during world war ii,12.2624,2017-07-19,Dunkirk,7.45,17482,2017,7.223662304119523
False,1124,en,The Prestige,a mysterious story of two magicians whose intense rivalry leads them on a lifelong battle for supremacy  full of obsession deceit and jealousy with dangerous and deadly consequences,14.5021,2006-10-19,The Prestige,8.206,17460,2006,7.736610847884759
False,424,en,Schindler's List,the true story of how businessman oskar schindler saved over a thousand jewish lives from the nazis while they worked as slaves in his factory during world war ii,24.2944,1993-12-15,Schindler's List,8.567,17341,1993,7.978922469750463
False,335983,en,Venom,investigative journalist eddie brock attempts a comeback following a scandal but accidentally becomes the host of venom a violent super powerful alien symbiote soon he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own,14.2273,2018-09-28,Venom,6.825,17152,2018,6.798931965834841
False,324857,en,Spider-Man: Into the Spider-Verse,struggling to find his place in the world while juggling school and family brooklyn teenager miles morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only spiderman while wrestling with the implications of his new abilities miles discovers a super collider created by the madman wilson kingpin fisk causing others from across the spiderverse to be inadvertently transported to his dimension,23.8257,2018-12-06,Spider-Man: Into the Spider-Verse,8.394,17098,2018,7.856655684799687
False,857,en,Saving Private Ryan,as us troops storm the beaches of normandy three brothers lie dead on the battlefield with a fourth trapped behind enemy lines ranger captain john miller and seven men are tasked with penetrating germanheld territory and bringing the boy home,14.7305,1998-07-24,Saving Private Ryan,8.223,17087,1998,7.7411629198939185
False,58,en,Pirates of the Caribbean: Dead Man's Chest,captain jack sparrows got a blood debt to pay he owes his soul to the legendary davy jones ghastly ruler of the ocean depths to escape eternal servitude aboard the flying dutchman evercrafty jack must track down the stillbeating heart of jones but he wont do it alone will turner and elizabeth swann are drawn back into another one of his perilous questsassuming they can evade execution for aiding a pirate,20.8517,2006-07-06,Pirates of the Caribbean: Dead Man's Chest,7.375,17044,2006,7.169234116680449
