adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,2322,en,Sneakers,when shadowy us intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a codebreaking black box from a sovietfunded genius they uncover a bigger conspiracy now he and his sneakers must save themselves and the world economy by retrieving the box from their blackmailers,8.3601,1992-09-09,Sneakers,6.913,1045,1992,6.763703803497785
False,1628,fr,Jules et Jim,in the carefree days before world war i introverted austrian author jules strikes up a friendship with the exuberant frenchman jim and both men fall for the impulsive and beautiful catherine,2.1983,1962-01-23,Jules and Jim,7.545,1045,1962,6.834654772515017
False,236735,es,La isla mínima,the spanish deep south  a series of brutal murders of adolescent girls in a remote and forgotten town bring together two disparate characters  both detectives in the homicide division  to investigate the cases,1.5273,2014-09-25,Marshland,7.0,1045,2014,6.773470788156803
False,11069,en,Tremors 2: Aftershocks,earl bassetts celebrity after defeating the graboid attack against the town of perfection has proved shortlived until hes recruited by a mexican oil company whose workers have found more than they bargained for under the soil,6.9581,1996-04-09,Tremors 2: Aftershocks,6.308,1044,1996,6.695825631699377
False,455656,en,#realityhigh,when nerdy high schooler dani finally attracts the interest of her longtime crush she lands in the cross hairs of his ex a social media celebrity,2.4234,2017-07-17,#realityhigh,6.2,1043,2017,6.683763376222683
False,69735,en,Batman: Year One,a wealthy playboy named bruce wayne and a chicago cop named jim gordon both return to gotham city where their lives unexpectedly intersect,3.3525,2011-09-27,Batman: Year One,7.244,1042,2011,6.800720386493733
False,555850,en,The Holiday Calendar,a talented photographer stuck in a deadend job inherits an antique advent calendar that may be predicting the future  and pointing her toward love,2.8841,2018-11-02,The Holiday Calendar,6.621,1042,2018,6.730958097930103
False,636,en,THX 1138,people in the future live in a totalitarian society a technician named thx  lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people as thx is without drugs for the first time he has feelings for a woman and they start a secret relationship,3.4384,1971-03-11,THX 1138,6.4,1042,1971,6.706210961858575
False,11637,en,Are We There Yet?,the fledgling romance between nick a playboy bachelor and suzanne a divorced mother of two is threatened by a particularly harrowing new years eve when suzannes work keeps her in vancouver for the holiday nick offers to bring her kids to the city from portland oregon the kids who have never liked any of the men their mom dates are determined to turn the trip into a nightmare for nick,2.1917,2005-01-20,Are We There Yet?,5.687,1042,2005,6.626370654080295
False,666,pt,Central do Brasil,an emotional journey of a former school teacher who writes letters for illiterate people and a young boy whose mother has just died as they search for the father he never knew,2.5641,1998-04-03,Central Station,8.133,1042,1998,6.9002688207362155
False,2639,en,Deconstructing Harry,writer harry block draws inspiration from people he knows and from events that happened to him sometimes causing these people to become alienated from him as a result,2.9146,1997-12-12,Deconstructing Harry,7.261,1042,1997,6.8026240123453885
False,11381,en,Tommy Boy,to save the family business two neerdowell traveling salesmen hit the road with disastrously funny consequences,4.1859,1995-03-31,Tommy Boy,6.804,1042,1995,6.751450070333224
False,9474,it,Il mio nome è Nessuno,jack beauregard an aging gunman of the old west only wants to retire in peace and move to europe but a young gunfighter known as nobody who idolizes beauregard wants him to go out in a blaze of glory so he arranges for jack to face the man gang known as the wild bunch and earn his place in history,3.894,1973-12-13,My Name Is Nobody,7.258,1042,1973,6.802288078371567
False,10345,en,K-9,the extravagant cop michael dooley needs some help to fight a drug dealer who has tried to kill him a friend gives him a dog named jerry lee officer lewis who has been trained to smell drugs with his help dooley sets out to put his enemy behind the bars but jerry lee has a personality of his own and works only when he wants to on the other hand the dog is quite good at destroying dooleys car house and sexlife,4.3536,1989-04-28,K-9,6.159,1041,1989,6.679280177601864
False,157845,en,The Rover,ten years after a severe economic collapse in the western world lawlessness reigns and life is cheap eric is a lone drifter and his car is his only possession when a gang steals it eric comes across the injured rey left behind by the car thieves the pair form an unlikely and uneasy alliance,3.0445,2014-06-04,The Rover,6.273,1041,2014,6.692034788323673
False,9542,en,The Hitcher,on a stormy night young jim who transports a luxury car from chicago to california to deliver it to its owner feeling tired and sleepy picks up a mysterious hitchhiker who has appeared out of nowhere thinking that a good conversation will help him not to fall asleep he will have enough time to deeply regret such an unmeditated decision,6.1091,1986-01-17,The Hitcher,6.963,1041,1986,6.769233747955675
False,1234731,en,Anaconda,a group of friends facing midlife crises head to the rainforest with the intention of remaking their favorite movie from their youth only to find themselves in a fight for their lives against natural disasters giant snakes and violent criminals,74.9808,2025-12-24,Anaconda,5.866,1041,2025,6.646498590395811
False,9464,en,Buffalo '66,billy is released after five years in prison in the next moment he kidnaps teenage student layla and visits his parents with her pretending she is his girlfriend and they will soon marry,3.6916,1998-01-20,Buffalo '66,7.1,1040,1998,6.784527751626156
False,8386,en,How High,jamal and silas two ordinary guys who smoke something magical pass their college entrance exams with flying colors and end up at harvard ivy league ways are strange but silas and jamal take it in a stride  until their supply of supernatural smoke runs dry thats when they have to start living by their wits and rely on their natural resources to make the grade,5.0485,2001-12-21,How High,6.3,1040,2001,6.695098080753142
False,768334,it,Una classica storia dell'orrore,five people travelling by camper crash into a tree when they recover the road they were driving on has been replaced by an impenetrable forest and a wooden house,3.098,2021-07-01,A Classic Horror Story,5.854,1039,2021,6.645326096972694
False,425336,es,Loving Pablo,the film chronicles the rise and fall of the worlds most feared drug lord pablo escobar and his volatile love affair with colombias most famous journalist virginia vallejo throughout a reign of terror that tore a country apart,3.002,2017-12-14,Loving Pablo,6.29,1039,2017,6.6940236373923705
False,279641,en,Whiskey Tango Foxtrot,stuck in a rut reporter kim baker decides to shake things up by leaving her desk job in new york and taking a dangerous assignment in afghanistan far from home and completely out of her comfort zone a cultureshocked kim befriends an adventurous reporter tanya vanderpoel a stern colonel and a charming photojournalist to help her navigate this crazy new world,2.9434,2016-03-04,Whiskey Tango Foxtrot,6.311,1039,2016,6.69636916112818
False,260,en,The 39 Steps,richard hanney has a rude awakening when a glamorous female spy falls into his bed  with a knife in her back having a bit of trouble explaining it all to scotland yard he heads for the hills of scotland to try to clear his name by locating the spy ring known as the  steps,2.4469,1935-06-06,The 39 Steps,7.3,1038,1935,6.80677913910581
False,405775,en,The Wall,an american sniper and his spotter engage in a deadly catandmouse game with an iraqi sniper,4.4049,2017-05-12,The Wall,6.402,1037,2017,6.706598585488665
False,41411,fr,La Rafle,a faithful retelling of the  vel dhiv roundup and the events surrounding it,2.5808,2010-03-10,The Round Up,7.534,1037,2010,6.832817242750719
False,44945,en,Trust,a suburban family is torn apart when fourteenyearold annie meets her first boyfriend online after months of communicating via online chat and phone annie discovers her friend is not who he originally claimed to be shocked into disbelief her parents are shattered by their daughters actions and struggle to support her as she comes to terms with what has happened to her once innocent life,4.5312,2010-09-10,Trust,6.5,1037,2010,6.717525642389444
False,883,en,Coffee and Cigarettes,an anthology of eleven vignettes featuring starstudded casts of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes,2.307,2004-03-12,Coffee and Cigarettes,6.9,1037,2004,6.762125874637519
False,401545,es,Todos lo saben,laura a spanish woman living in buenos aires returns to her hometown outside madrid with her argentinian husband and children however the trip is upset by unexpected events that bring secrets into the open,1.7879,2018-05-09,Everybody Knows,6.541,1036,2018,6.722116640264833
False,339,en,Night on Earth,a quintet of cabbies in five cities and their remarkable fares on the same eventful night,2.8578,1991-12-12,Night on Earth,7.524,1036,1991,6.831627791521903
False,254172,en,Fathers and Daughters,a pulitzerwinning writer grapples with being a widower and father after a mental breakdown while  years later his grown daughter struggles to forge connections of her own,4.2057,2015-10-01,Fathers and Daughters,7.132,1036,2015,6.787957017063336
False,11137,en,The Prince & Me,a fairy tale lovestory about premed student paige who falls in love with a danish prince eddie who refused to follow the traditions of his parents and has come to the us to quench his thirst for rebellion paige and edward come from two different worlds but there is an undeniable attraction between them,3.3949,2004-03-28,The Prince & Me,6.21,1036,2004,6.685241573056196
False,359156,it,Non essere cattivo,a story set in the s and in the outskirts of rome to ostia a world where money luxury cars night clubs cocaine and synthetic drugs are easy to run a world in which vittorio and cesare in their early twenties act in search of their success,0.8161,2015-09-08,Don't Be Bad,7.777,1036,2015,6.85981326585358
False,10684,en,Courage Under Fire,a us army officer who made a friendly fire mistake that was covered up has been reassigned to a desk job he is tasked to investigate a female chopper commanders worthiness to be awarded the medal of honor at first all seems in order but then he begins to notice inconsistencies between the testimonies of the witnesses,3.5462,1996-07-04,Courage Under Fire,6.542,1035,1996,6.722247427996083
False,212,en,Arsenic and Old Lace,mortimer brewster a newspaper drama critic playwright and author known for his diatribes against marriage suddenly falls in love and gets married  but when he makes a quick trip home to tell his two maiden aunts he finds out his aunts hobby  killing lonely old men and burying them in the cellar,4.3814,1944-09-01,Arsenic and Old Lace,7.626,1035,1944,6.842906896291704
False,9662,fr,Les Triplettes de Belleville,when her grandson is kidnapped during the tour de france madame souza and her beloved pooch bruno team up with the belleville sistersan aged songanddance team from the days of fred astaireto rescue him,1.7838,2003-06-11,The Triplets of Belleville,7.397,1035,2003,6.817417027066891
False,123,en,The Lord of the Rings,young hobbit frodo baggins is thrown into an amazing adventure when hes tasked with destroying the one ring created by the dark lord sauron frodo must travel in a small fellowship of nine warriors and accomplices but it wont be an easy journey for the fellowship of the ring on the ultimate quest to rid middleearth of evil,3.969,1978-11-15,The Lord of the Rings,6.597,1034,1978,6.728383578686383
False,8592,en,Dick Tracy,the comic strip detective finds his life vastly complicated when breathless mahoney makes advances towards him while he is trying to battle big boy caprices united mob,4.6739,1990-06-15,Dick Tracy,6.149,1034,1990,6.678559756972786
False,435615,en,Possessor,tasya vos an elite corporate assassin uses brainimplant technology to take control of other peoples bodies to terminate high profile targets as she sinks deeper into her latest assignment vos becomes trapped inside a mind that threatens to obliterate her,4.1879,2020-10-02,Possessor,6.384,1034,2020,6.704695020594874
False,379291,en,Justice League vs. Teen Titans,robin is sent by batman to work with the teen titans after his volatile behavior botches up a justice league mission the titans must then step up to face trigon after he possesses the league and threatens to conquer the world,3.7778,2016-03-26,Justice League vs. Teen Titans,7.274,1034,2016,6.803675380695547
False,766798,es,Madres paralelas,two unmarried women who have become pregnant by accident and are about to give birth meet in a hospital room janis in her latethirties unrepentant and happy ana a teenager remorseful and frightened,2.0182,2021-10-08,Parallel Mothers,6.802,1033,2021,6.751176959304546
False,9272,en,The Good Son,a young boy stays with his aunt and uncle and befriends his cousin whos the same age but his cousin begins showing increasing signs of psychotic behavior,2.9142,1993-09-24,The Good Son,6.782,1032,1993,6.74895103862973
False,10249,en,The Rocketeer,a stunt pilot comes across a prototype jetpack that gives him the ability to fly however evil forces of the world also want this jetpack at any cost,3.9556,1991-06-21,The Rocketeer,6.465,1032,1991,6.713756856561179
False,531306,en,Rim of the World,stranded at a summer camp when aliens attack the planet four teens with nothing in common embark on a perilous mission to save the world,4.4737,2019-05-24,Rim of the World,5.947,1031,2019,6.656323429643525
False,9056,cn,警察故事,officer chan ka kui manages to put a major hong kong drug dealer behind the bars practically alone after a shooting and an impressive chase inside a slum now he must protect the boss secretary selina who will testify against the gangster in court,6.0504,1985-12-14,Police Story,7.525,1031,1985,6.831366251127429
False,48572,en,Red State,set in middle america a group of teens receive an online invitation for sex though they soon encounter christian fundamentalists with a much more sinister agenda,3.3588,2011-08-19,Red State,6.045,1031,2011,6.667194276605136
False,1197137,en,Black Phone 2,four years after defeating the grabber finney blake is struggling with life after captivity when his younger sister gwen begins receiving calls in her dreams from the black phone and seeing disturbing visions of three boys being stalked at a winter camp the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine,18.8352,2025-10-15,Black Phone 2,6.718,1030,2025,6.741850720347642
False,9443,en,Chariots of Fire,in the classobsessed and religiously divided uk of the early s two determined young runners train for the  paris olympics eric liddell a devout christian born to scottish missionaries in china sees running as part of his worship of gods glory and refuses to train or compete on the sabbath harold abrahams overcomes antisemitism and class bias but neglects his beloved sweetheart in his singleminded quest,4.8986,1981-05-15,Chariots of Fire,6.77,1029,1981,6.747611541095818
False,19101,en,A Little Princess,when her father enlists to fight for the british in wwi young sara crewe goes to new york to attend the same boarding school her late mother attended she soon clashes with the severe headmistress miss minchin who attempts to stifle saras creativity and sense of selfworth,3.5217,1995-05-10,A Little Princess,7.6,1029,1995,6.839522134699193
False,1727,en,Bird on a Wire,an fbi informant has kept his new identity secret for  years now an old flame has recognised him and the bad guys are back for revenge,5.8415,1990-05-18,Bird on a Wire,6.222,1028,1990,6.686978440760142
False,111190,en,Adoration,lil and roz are two lifelong friends having grown up together as neighbors in an idyllic beach town as adults their sons have developed a friendship as strong as that which binds their mothers one summer all four are confronted by simmering emotions that have been mounting between them and each find unexpected happiness in relationships that cross the bounds of convention,5.6374,2013-04-03,Adoration,6.115,1028,2013,6.6751399664720905
False,13161,en,Big Stan,a weak con man panics when he learns hes going to prison for fraud he hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him,6.1574,2007-11-03,Big Stan,6.596,1028,2007,6.7283577807950135
False,10803,en,Logan's Run,in the rd century inhabitants of a domed city freely experience all of lifes pleasures  but no one is allowed to live past  citizens can try for a chance at being renewed in a civic ceremony on their th birthday escape is the only other option,4.7761,1976-06-23,Logan's Run,6.604,1028,1976,6.729242900367952
False,9599,en,The Blob,in arborville california three high school students try to protect their hometown from a gelatinous alien life form that engulfs everything it touches,6.0887,1988-08-05,The Blob,6.838,1028,1988,6.7551326478764
False,77663,en,Killing Season,two veterans of the bosnian war one american one serbian clash in the remote smoky mountain wilderness,2.2762,2013-07-12,Killing Season,5.536,1028,2013,6.611079437380673
False,92591,en,Bernie,in smalltown texas affable and popular mortician bernie tiede strikes up a friendship with marjorie nugent a wealthy widow well known for her sour attitude when she becomes controlling and abusive bernie goes to great lengths to remove himself from her grasp,2.8569,2012-04-27,Bernie,6.569,1028,2012,6.725370502236346
False,636706,en,Spaceman,six months into a solo mission a lonely astronaut confronts the cracks in his marriage with help from a mysterious creature he discovers on his ship,10.5044,2024-02-23,Spaceman,6.704,1027,2024,6.740310803030955
False,266396,en,The Gunman,eight years after fleeing the congo following his assassination of that countrys minister of mining former assassin jim terrier is back suffering from ptsd and digging wells to atone for his violent past after an attempt is made on his life terrier flies to london to find out who wants him dead  and why terriers search leads him to a reunion with annie a woman he once loved who is now married to an oily businessman with dealings in africa,3.0349,2015-02-16,The Gunman,5.753,1027,2015,6.635183252010547
False,157847,en,Joe,the roughhewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father,2.4262,2014-04-11,Joe,6.527,1026,2014,6.720765333011689
False,227783,en,The Nut Job,surly a curmudgeon independent squirrel is banished from his park and forced to survive in the city lucky for him he stumbles on the one thing that may be able to save his life and the rest of park community as they gear up for winter  maurys nut store,4.4652,2014-01-17,The Nut Job,5.864,1026,2014,6.6475379986305665
False,1024,en,Heavenly Creatures,precocious teenager juliet moves to new zealand with her family and soon befriends the quiet brooding pauline through their shared love of fantasy and literature this friendship gradually develops into an intense and obsessive bond,4.1408,1994-09-12,Heavenly Creatures,6.972,1026,1994,6.769914901336877
False,788929,is,Dýrið,an icelandic couple live with their herd of sheep on a beautiful but remote farm when they discover a mysterious newborn on their land they decide to keep it and raise it as their own this unexpected development and the prospects of a new family brings them much joy before ultimately destroying them,2.5743,2021-08-12,Lamb,6.4,1025,2021,6.706771401369319
False,2122,en,The Whole Ten Yards,jimmy the tulip tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife jill a purported assassin who has yet to pull off a clean hit suddenly an uninvited and unwelcome connection to their past unexpectedly shows up on jimmy and jills doorstep its oz and hes begging them to help him rescue his wife cynthia,3.2047,2004-04-07,The Whole Ten Yards,5.744,1025,2004,6.634380031488607
False,10060,en,Get Rich or Die Tryin',a tale of an inner city drug dealer who turns away from crime to pursue his passion rap music,4.348,2005-11-09,Get Rich or Die Tryin',6.803,1025,2005,6.751243538658841
False,59968,en,Our Idiot Brother,everybody has onethe sibling who is always just a little bit behind the curve when it comes to getting his life together for sisters liz miranda and natalie that person is their perennially upbeat brother ned but as each of their lives begins to unravel neds family comes to realise that ned isnt such an idiot after all,2.714,2011-08-26,Our Idiot Brother,6.1,1025,2011,6.673665591972652
False,9754,en,Firewall,stateoftheart security system creator jack stanfield has cemented his reputation as a man whos thought of everything but when a criminal finds a way into his personal life everything jack holds dear is suddenly at stake,4.9254,2006-02-08,Firewall,5.843,1024,2006,6.645391334978442
False,10890,en,Stripes,hardluck cabbie john winger directionless after being fired from his job and dumped by his girlfriend enlists in the us army with his close pal russell ziskey after his barely satisfactory performance in basic training the irreverent winger emerges as the figurehead for a ragtag band of misfits however his hijinks threaten to cause an international scandal when he inadvertently commandeers a military assault vehicle behind enemy lines,4.2733,1981-06-26,Stripes,6.567,1024,1981,6.7252173357967555
False,279229,de,Saphirblau,gwen has just discovered that shes the final member of the secret timetraveling circle of twelve now she has to juggle with constant trips to the past her relationships with gideon and figuring out dark secrets surrounding the circle,2.788,2014-08-14,Sapphire Blue,7.108,1023,2014,6.784831526154246
False,5919,en,The Towering Inferno,at the opening party of a colossalbut poorly constructedskyscraper a massive fire breaks out threatening to destroy the tower and everyone in it,5.1832,1974-12-14,The Towering Inferno,7.009,1023,1974,6.7739255776704415
False,2320,en,Executive Decision,terrorists hijack a  inbound to washington dc demanding the release of their imprisoned leader intelligence expert david grant suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers,4.5868,1996-03-15,Executive Decision,6.3,1023,1996,6.695821360751076
False,582913,en,The Room,kate and matt discover that a part of their house can grant wishes in the wake of two miscarriages what they want most is a child,3.2741,2019-09-12,The Room,6.401,1022,2019,6.70698058074814
False,11156,fr,Coco avant Chanel,several years after leaving the orphanage to which her father never returned for her gabrielle chanel finds herself working in a provincial bar shes both a seamstress for the performers and a singer earning the nickname coco from the song she sings nightly with her sister a liaison with baron balsan gives her an entree into french society and a chance to develop her gift for designing,2.1984,2009-04-22,Coco Before Chanel,6.873,1022,2009,6.758931385236907
False,455661,en,In a Heartbeat,a closeted boy runs the risk of being outed by his own heart after it pops out of his chest to chase down the boy of his dreams,1.0749,2017-06-01,In a Heartbeat,7.969,1021,2017,6.879445573701994
False,11299,ja,カウボーイビバップ 天国の扉,the year is  following a terrorist bombing a deadly virus is released on the populace of mars and the government has issued the largest bounty in history for the capture of whoever is behind it the bounty hunter crew of the spaceship bebop spike faye jet and ed take the case with hopes of cashing in the bounty however the mystery surrounding the man responsible vincent goes deeper than they ever imagined and they arent the only ones hunting him,3.8783,2001-09-01,Cowboy Bebop: The Movie,7.72,1021,2001,6.852063190349273
False,515841,fr,Je ne suis pas un homme facile,the chauvinist damien wakes up in a world where women and men have their roles reversed in society and everything is dominated by women,1.5539,2018-04-13,I Am Not an Easy Man,6.226,1020,2018,6.687818631587434
False,11967,en,Young Guns,a group of young gunmen led by billy the kid become deputies to avenge the murder of the rancher who became their benefactor but when billy takes their authority too far they become the hunted,5.4931,1988-08-12,Young Guns,6.672,1020,1988,6.736822229407198
False,1412,en,"sex, lies, and videotape",ann a frustrated wife enters into counseling due to a troubled marriage unbeknownst to her her husband john has begun an affair with her sister when johns best friend graham arrives his penchant for interviewing women about their sex lives forever changes john and anns rocky marriage,10.2722,1989-08-04,"sex, lies, and videotape",6.94,1020,1989,6.766268337514142
False,2275,en,The General's Daughter,when the body of army capt elisabeth campbell is found on a georgia military base two investigators warrant officers paul brenner and sara sunhill are ordered to solve her murder what they uncover is anything but clearcut unseemly details emerge about campbells life leading to allegations of a possible military coverup of her death and the involvement of her father lt gen joseph campbell,5.4699,1999-06-18,The General's Daughter,6.419,1019,1999,6.709055468895844
False,492611,en,The Turning,a young woman quits her teaching job to become a private tutor and governess for two wealthy young kids but soon starts to suspect theres more to their house than meets the eye,2.6192,2020-01-23,The Turning,5.716,1018,2020,6.631980464636669
False,11285,en,Cocoon: The Return,the reinvigorated elderly group that left earth comes back to visit their relatives will they all decide to go back to the planet where no one grows old or will they be tempted to remain on earth,3.4914,1988-09-13,Cocoon: The Return,6.474,1017,1988,6.715145196810351
False,103620,en,Maniac,as he helps a young artist with her upcoming exhibition the owner of a mannequin shops deadly suppressed desires come to the surface,3.3744,2012-12-26,Maniac,6.0,1017,2012,6.663201530589067
False,12335,en,Bedknobs and Broomsticks,three children evacuated from london during world war ii are forced to stay with an eccentric spinster the childrens initial fears disappear when they find out she is in fact a trainee witch,4.4719,1971-10-07,Bedknobs and Broomsticks,7.029,1017,1971,6.775965312322613
False,10161,en,My Left Foot: The Story of Christy Brown,no one expects much from christy brown a boy with cerebral palsy born into a workingclass irish family though christy is a spastic quadriplegic and essentially paralyzed a miraculous event occurs when at the age of  he demonstrates control of his left foot by using chalk to scrawl a word on the floor with the help of his steely mother  and no shortage of grit and determination  christy overcomes his infirmity to become a painter poet and author,3.2658,1989-04-07,My Left Foot: The Story of Christy Brown,7.5,1016,1989,6.8275077574497045
False,74387,en,Goon,doug glatt a slacker who discovers he has a talent for brawling is approached by a minor league hockey coach and invited to join the team as the muscle despite the fact that glatt cant skate his best friend pat convinces him to give it a shot and glatt becomes a hero to the team and their fans until the leagues reigning goon becomes threatened by glatts success and decides to even the score,2.9041,2012-01-06,Goon,6.418,1016,2012,6.709039753052868
False,369776,fr,Les Tuche 2 : Le Rêve américain,les tuche a modest french family change his life after winning a super lottery thanks to the money of his parents the son donald aka coincoin goes to los angeles to improve his english on the la university he meets jennifer daughter of a famous american financier,2.7182,2016-02-03,The Tuche Family: The American Dream,5.564,1016,2016,6.615535431652778
False,9929,fr,Astérix et Cléopâtre,popular animated hero asterix and his faithful sidekick obelix travel to ancient egypt to help cleopatra build a new summer home cleopatra and julius caesar have made a bet with caesar wagering the project cannot be completed in a few weeks time with the help of a magic potion asterix comes to the rescue of the queen of the nile as caesar and an angry architect plot against them,3.5068,1968-12-19,Asterix and Cleopatra,6.934,1016,1968,6.76553650930866
False,839369,en,May December,twenty years after their notorious tabloid romance gripped the nation a married couple buckles under the pressure when an actress arrives to do research for a film about their past,6.2905,2023-11-16,May December,6.575,1016,2023,6.726229657572556
False,11652,en,Invincible,inspired by the true story of vince papale a man with nothing to lose who ignored the staggering odds and made his dream come true when the coach of papales beloved hometown football team hosted an unprecedented open tryout the public consensus was that it was a waste of time  no one good enough to play professional football was going to be found this way,3.8298,2006-08-25,Invincible,7.002,1016,2006,6.772981818272602
False,28874,ja,サマーウォーズ,teenage math whiz kenji koiso agrees to take a summer job at the nagano hometown of his crush natsuki when he arrives he finds that her family have reunited to celebrate the th birthday of their matriarch his job pretend to be natsukis fianc meanwhile his attempt to solve a mathematical equation causes a parallel worlds collision with earth,5.2309,2009-08-01,Summer Wars,7.5,1015,2009,6.827435278116786
False,592984,en,Hillbilly Elegy,an urgent phone call pulls a yale law student back to his ohio hometown where he reflects on three generations of family history and his own future,3.9319,2020-11-09,Hillbilly Elegy,6.695,1014,2020,6.739378002940347
False,940,en,The Lady Vanishes,on a train headed for england a group of travelers is delayed by an avalanche holed up in a hotel in a fictional european country young iris befriends elderly miss froy when the train resumes iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared the other passengers ominously deny miss froy ever existed so iris begins to investigate with another traveler and as the pair sleuth romantic sparks fly,2.8609,1938-10-07,The Lady Vanishes,7.435,1014,1938,6.820258422023279
False,10623,en,Cradle 2 the Grave,gang leader tony pulls off a major diamond heist with his crew but copturnedcriminal ling knows who has the loot and responds by kidnapping tonys daughter and holding her for ransom unfortunately tonys lost the diamonds as well as he frantically searches for his daughter and the jewels tony pairs with a highkicking government agent who once worked with ling and seeks revenge on him,5.9797,2003-02-28,Cradle 2 the Grave,6.106,1014,2003,6.675001561264878
False,842924,en,The Life of Chuck,in this extraordinary story of an ordinary man charles chuck krantz experiences the wonder of love the heartbreak of loss and the multitudes contained in all of us,7.0576,2025-06-05,The Life of Chuck,7.293,1014,2025,6.804738125388447
False,270302,en,The Riot Club,two firstyear students at oxford university join a secret society and learn that their reputations can be made or destroyed over the course of one evening,2.4013,2014-09-19,The Riot Club,5.894,1014,2014,6.651830414176254
False,221902,fr,"Deux jours, une nuit",sandra is a young woman who has only one weekend to convince her colleagues they must give up their bonuses in order for her to keep her job  not an easy task in this economy,1.5926,2014-05-21,"Two Days, One Night",6.908,1013,2014,6.762642780009355
False,959604,fr,L'Amour ouf,local rebellious teenager clotaire falls for his schoolmate jackie but gang violence leads him to a darker destructive path after years apart the starcrossed lovers discover that every path theyve taken leads them back together,4.4743,2024-10-16,Beating Hearts,7.192,1013,2024,6.793656104143718
False,9434,en,Grosse Pointe Blank,hitman martin blank becomes a moving target after he rebuffs a fellow assassins invitation to form a union on the advice of his quirky assistant and neurotic psychiatrist martin begrudgingly heads out to grosse pointe michigan for his tenyear high school reunion where he soon comes across the woman he jilted on prom night,2.328,1997-04-11,Grosse Pointe Blank,7.0,1013,1997,6.77268934979936
False,209276,en,Starred Up,yearold eric arrogant and ultraviolent is prematurely transferred to the same adult prison facility as his estranged father as his explosive temper quickly finds him enemies in both prison authorities and fellow inmates  and his already volatile relationship with his father is pushed past breaking point  eric is approached by a volunteer psychotherapist who runs an anger management group for prisoners torn between gang politics prison corruption and a glimmer of something better eric finds himself in a fight for his own life unsure if his own father is there to protect him or join in punishing him,2.27,2014-03-21,Starred Up,7.1,1012,2014,6.78357542364521
False,7183,en,Perfect Stranger,a journalist goes undercover to ferret out businessman harrison hill as her best friends killer posing as one of his temps she enters into a game of online catandmouse,3.7483,2007-04-11,Perfect Stranger,5.829,1012,2007,6.644901943256225
False,649,fr,Belle de jour,beautiful young housewife sverine serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband pierre when her lovestruck friend henri mentions a secretive highclass brothel run by madame anais sverine begins to work there during the day under the name belle de jour but when one of her clients grows possessive she must try to go back to her normal life,4.1573,1967-05-24,Belle de Jour,7.3,1012,1967,6.805396584996743
False,749170,en,Heads of State,the uk prime minister and us president have a public rivalry that risks their countries alliance but when they become targets of a powerful enemy theyre forced to rely on each other as they go on a wild multinational run allied with noel a brilliant mi agent they must find a way to thwart a conspiracy that threatens the free world,10.0387,2025-06-24,Heads of State,6.819,1012,2025,6.752916691946308
False,22586,en,The Swan Princess,the beautiful princess odette is transformed into a swan by an evil sorcerers spell held captive at an enchanted lake she befriends jeanbob the frog speed the turtle and puffin the bird despite their struggle to keep the princess safe these goodnatured creatures can do nothing about the sorcerers spell which can only be broken by a vow of everlasting love,3.9066,1994-11-18,The Swan Princess,6.579,1011,1994,6.726747227257697
False,426613,en,The Miseducation of Cameron Post,pennsylvania  after getting caught with another girl teenager cameron post is sent to a conversion therapy center run by the strict dr lydia marsh and her brother reverend rick whose treatment consists in repenting for feeling same sex attraction cameron befriends fellow sinners jane and adam thus creating a new family to deal with the surrounding intolerance,3.124,2018-07-18,The Miseducation of Cameron Post,6.903,1011,2018,6.762066385370351
False,862551,en,Me Time,with his family away a devoted stayathome dad enjoys his first me time in years by joining his hardpartying old friend on a wild birthday adventure,5.1134,2022-08-26,Me Time,5.854,1010,2022,6.647800751016756
False,10543,en,Fear,nicole walker always dreamed of being swept away by someone special  someone strong sexy and sensitive who would care for her more than anything else in the world david is all that and more a modernday knight who charms and seduces her body and soul but her perfect boyfriend is not all he seems to be his sweet facade masks a savage dark side that will soon transform nicoles dream into a nightmare,6.593,1996-04-12,Fear,6.602,1010,1996,6.729268173968424
False,667216,en,Infinity Pool,while staying at an isolated island resort james and em are enjoying a perfect vacation of pristine beaches exceptional staff and soaking up the sun but guided by the seductive and mysterious gabi they venture outside the resort grounds and find themselves in a culture filled with violence hedonism and untold horror a tragic accident leaves them facing a zero tolerance policy for crime either youll be executed or if youre rich enough to afford it you can watch yourself die instead,4.1232,2023-01-27,Infinity Pool,6.064,1010,2023,6.67067262109677
